gene_id,gene_symbol,WKY_Joint_5d_A,WKY_Joint_5d_B,WKY_Joint_5d_C,WKY_Joint_3m_A,WKY_Joint_3m_B,WKY_Joint_3m_C,SHR_Joint_5d_A,SHR_Joint_5d_B,SHR_Joint_5d_C,SHR_Joint_3m_A,SHR_Joint_3m_B,SHR_Joint_3m_C
100125363,Fbxl13,1,1,0,2,1,0,0,1,0,0,0,0
100125364,LOC100125364,762,785,608,895,800,709,822,825,469,853,839,954
100125367,LOC100125367,111,88,71,125,125,74,117,141,55,152,144,70
100125368,LOC100125368,113,98,33,102,77,36,99,107,38,71.3,61,37
100125370,Nadk,2380,2793,2062,3630,3031,2163,2085,2366,1726,2810,1833,2815
100125372,Ces1f,0,0,0,1,0,0,1,0,0,4,2,1
100125373,Pnrc2,2847,2805,1047,2686,3251,1144,2315,2390,1118,2267,1873,1059
100125374,Adat3,122.24,65.86,156.33,89.71,91.65,156.83,91,89.42,159.42,77.67,77.37,165.89
100125378,Nudcd3,253,186,116,158,204,122,190,189,149,195,151,165
100125385,Mroh1,55,143,106,208,109,220,113,113,66,135,101,212
100126191,Rab1b,3643.52,1698.48,1040.83,2133.1,2428.8,1559.37,2314.42,1826.55,936.17,1775.98,1961.46,1634.5
100134827,Hiatl3,527.31,490.06,299.45,454.73,387.73,197.22,510.52,604.37,270.5,444.1,547.19,198.48
100137086,Jmjd7,69,69,40,94,70,60,57,58,52,59,65,51
100145871,Adh5,1265,1156,842,1048,1141,844,1227,1234,824,984,830,956
100147704,Usp43,2,3,6,1,3,6,2,7,12,5,0,4
100151767,Nkapd1,799,1083,446,885,774,436,846,827,453,708,669,518
100158223,Zfp786,32,88,56,47,68,80,84,96,34,72,45,93
100158225,Tedc2,308.9,117.35,245.68,97.63,175.18,121,137.75,104.02,185.03,167.42,97.98,60
100158232,Zfp9,451,507,334,286,334,306,568,496,492,329,427,351
100158233,Slc35a2,1099,1057,937,1119,1177,1147,1160,1308,1100,1558,1397,1379
100169747,Phykpl,47.17,123.69,58.14,102.38,92.29,63.68,83.45,92.21,39.33,71.43,52.81,74.68
100174909,Smim11,272,187,111,162,172,150,161,207,125,180,120,150
100174910,LOC100174910,130,136,62,167,165,60,195,193,101,217,199,119
100188932,Ost4,3474,2505,1517,2847,2678,2036,2895,2870,1789,2977,2519,2316
100188933,Fam229b,27,62,31,82,67,32,65,64,24,80,61,29
100188934,Ctxn3,16,1,46,17,70,67,3,2,12,10,8,10
100188936,Ormdl1,79,59,116,106,100,92,90,80,107,140,124,94
100188937,Cox7c,2618,2444,445,2566,2824,355,2824,2694,566,3030,2295,382
100188944,Pnkd,542,867,593,981,775,642,781,856,563,847,455,882
100188984,Zfp951,19.55,29,20.21,39.1,24.03,17,27.56,20.58,12.41,17,9,7.26
100189544,Nrn1l,1,1,2,1,0,3,0,1,0,1,2,3
100190936,Rnf123,727,1059,1098,1142,978,1176,923,957,993,1147,1070,1396
100192205,Hsbp1l1,1,1,0,1,0,3,0,1,2,0,0,3
100192313,Atxn7l3b,2830,4246,1660,2887,2756,1369,3635,3921,1597,2712,2505,1375
100192314,Inafm1,168,287,530,244,261,451,202,238,458,301,303,503
100196907,Tmem59,3080,4372,2161,5201,4256,2740,3900,4342,1882,4063,3432,3021
100216475,Hexdc,160,221,226,360,304,248,148,140,148,271,124,212
100233176,Gon7,1042.98,818.43,488.42,662.05,768.33,406.95,773.8,871.05,493.34,825.25,751.18,455.65
100233177,Zfp949,114,187,78,113,174,84,201,211,93,126,181,112
100233213,Insyn2,3,5,4,4,0,2,3,4,1,2,3,4
100270669,Riiad1,1,3,3,3,0,1,6,1,0,6,2,10
100270678,Spns2,44,135,46,47,40,17,144,136,124,20,24,46
100294508,LOC100294508,1367,1306,1971,1705,1483,2503,1235,1267,2283,1649,1402,2909
100301568,Abo,32,14,35,87,81,42,41,53,30,16,26,10
100302372,LOC100302372,1658,1459,1015,3645,2935,2963,2288,2237,1247,2986,2862,1970
100302405,Zfp958,153,203,189,207,190,230,179,191,150,149,178,178
100302447,Cox16,559,503,265,584,587,225,477,477,217,444,376,241
100302453,Mettl9,2689,2906,1073,3495,3036,1560,2260,2427,1088,2693,2194,1450
100302465,LOC100302465,7,0,7,0,5,3,3,1,3,4,5,2
100303643,Fcgbp,3,20,11,2,7,4,12,10,1,9,5,4
100310845,Uty,0,146.62,120.87,0,0,0,2,1,2,0,2,1
100310874,Parpbp,672,255,266,364,547,159,251,259,322,388,160,145
100312982,Ddx3,5,1342,632,0,0,0,2,1,0,0,0,0
100312983,Kdm5d,1,856,506,0,0,0,1,3,4,0,0,0
100312984,Eif2s3y,3,1332,460,1,0,0,3,1,3,0,0,0
100322884,Nemf,551,544,380,586,606,687,497,497,508,517,559,700
100322897,Prr30,0,0,0,0,0,1,0,0,0,0,0,0
100359421,LOC100359421,60.9,65.43,67.7,65.91,69.35,35.24,64.15,63.84,44.66,48.58,52.09,35.56
100359464,Zfp420,46,97.02,193,83,92,264,54,52.01,124,52.5,35,252
100359478,Tstd1,0,3,2,5,5,1,9,5,1,8,16,3
100359484,Zfp628,288,290,746,265,248,701,209,242,683,207,176,656
100359485,Ms4a18,2,0,2,0,0,0,27,34,38,2,7,0
100359498,LOC100359498,2116.59,811.3,1132.86,994.28,1220.56,953.9,1166.59,912.17,811.36,1223.2,701.35,1038.74
100359512,Vti1b,391,328,288,380,368,307,323,366,319,350,336,377
100359523,LOC100359523,2,1,0,1,2,1,5,3,1,7,2,1
100359528,RGD1565987,50.53,62.76,0,46.63,60.6,38.89,47.91,74.67,23.72,61.53,61.25,15.09
100359529,Immp2l,56,64,12,88,54,20,57,66,18,58,43,14
100359558,Fam177a1,403,420,299,504,477,434,606,482,333,539,609,436
100359562,Mroh6,7,10,8,8,7,10,12,20,19,20,4,7
100359574,LOC100359574,625.34,437.75,314.95,414.15,380.68,107.76,483.55,509.11,279.05,348.42,406.77,86.28
100359583,LOC100359583,10110.11,4535.1,10254,6241.62,6149.06,7482.83,5648.18,6398.91,9838.89,5210.3,4516.46,6911.52
100359592,Palm3,1,4,0,1,0,0,1,1,0,1,1,0
100359595,Tbc1d32,82,79,75,123,95,77,81,91,60,124,99,75
100359633,LOC100359633,3.6,7.24,2.12,2.1,7.72,0,0,2.16,1.52,8.05,4.29,2.43
100359642,Chmp4b,827.4,882.39,799.37,971.16,1085.65,1185.57,800.77,827.81,893.23,867.67,778.39,1576.18
100359656,LOC100359656,0,1,0,3,1,1,0,0,0,1,0,0
100359662,Ankdd1b,3,13,12,25,6,4,0,0,1,1,2,4
100359678,Armcx4,900,886,633,391,508,716,1150,1111,961,728,975,548
100359680,Lpcat2,71,127,49,107,61,30,24,11,12,50,18,5
100359687,LOC100359687,198.56,204,104.08,149.33,108.17,0,223,159.93,67.39,239,198,97
100359692,LOC100359692,5,1.04,2,2.93,3,1,0,1,0,4.12,2,1
100359714,Phf6,850,835,491,924,1061,447,814,809,406,740,716,342
100359731,Tipinl1,402.38,184.68,107.52,152.43,226.03,62.47,279.42,259.84,120.63,183,178.83,50.99
100359752,LOC100359752,4,15,19,0,1,8,10,16,10,3,1,6
100359753,Dnaaf3,110,98,161,178,231,204,108,100,186,151,95,190
100359816,Setd1b,419,480,1263,412,523,1209,467,452,1112,424,446,775
100359821,Zik1,257.33,196.6,173.57,171.64,234.92,72.69,221.4,201.33,142.11,157.73,150.25,66.03
100359823,Tmem167a,3277,2499,853,2420,2356,848,2559,2601,968,2626,2538,793
100359829,Smpd5,52,24,29,15,14,14,41,50,11,35,42,33
100359832,Fam104b,258,137,131,249,288,227,187,191,132,247,172,196
100359861,Smim15,801,791,529,922,861,526,661,687,421,809,635,446
100359865,Hrct1,593,568,757,949,1068,1031,477,524,416,1328,585,1274
100359879,Tmem91,4,4,4,2,3,10,5,3,8,2,3,3
100359930,LOC100359930,0,0,0,2,1,0,0,0,1,0,0,0
100359937,LOC100359937,234.39,315.58,333.34,511.14,518.7,269.02,358.36,222.74,315.15,437.14,249.18,177.19
100359945,Zfp267,200,280,150,237,256,191,265,302,193,179,227,173
100359951,LOC100359951,0.44,28.06,0,0,0.76,0,15.8,8.02,0,0,1.69,0
100359967,Zfp560,97,121,69,107,96,62,92,94,38,58,80,27
100359977,Cd164l2,0,4,3,2,0,3,2,1,4,3,2,0
100359982,Mpc2,843,798,301,783,662,283,675,744,253,724,586,329
100360017,Mrps6,500,192,136,265,322,150,346,321,164,323,262,128
100360057,LOC100360057,86.72,69.37,5.23,63.62,72.13,20.93,44.69,64.51,30.14,68.14,49.16,13.87
100360061,LOC100360061,0.77,0.7,0,0.82,0,0,0,0,5.07,1.18,0.78,0.26
100360066,Evi5,689,948,526,784,769,570,835,805,547,768,750,555
100360077,Znhit1,508,366,526,327,402,710,304,352,594,345,286,675
100360087,LOC100360087,424.83,322.27,436.12,495,392.96,759.62,328.04,318.46,512.79,636.95,486.19,768.69
100360091,Tmem207,0,0,0,0,0,0,0,0,0,0,0,0
100360100,Taf3,422,324,750,281,291,578,348,313,635,260,294,540
100360117,LOC100360117,8168.08,5558.54,193.86,5785.46,5000.04,937.57,5985.79,6462.53,333.44,4227.32,5014.27,1034.13
100360120,Smim10l1,134,206,164,225,218,122,166,184,187,197,161,172
100360180,Pgd,6177,4469,4577,6327,5811,5492,4893,5003,3822,6516,5572,7276
100360197,Rad51ap2,0,3,5,4,3,4,17,13,8,8,20,4
100360200,LOC100360200,0,0,0,0,0.43,0,0.7,0,0,0,0,1.35
100360205,LOC100360205,3536,2663,5230,1505,1798,8154,5222,5229,4597,3158,3884,5945
100360218,LOC100360218,76.25,175.93,4.22,211.86,148.27,18.85,95.96,62.17,0,81.82,52.84,61.67
100360238,LOC100360238,0.46,1.98,2.66,0.89,1.7,0,5.4,1.94,0,0.93,0,0
100360244,LOC100360244,0,0,3,0,1,1,1,0,2,1,0,1
100360287,Zfp952,86,122,57,123,127,67,120,103,42,93,76,87
100360291,Zglp1,10,3,5,2,1,2,2,6,11,3,7,9
100360302,Sec16a,1862,2598,4159,2355,2358,5478,2337,2193,5069,2435,2612,4292
100360307,Fam83g,1,0,5,2,5,10,1,2,13,4,0,1
100360316,LOC100360316,14.3,10.65,2.26,0.47,13.38,0,6.78,4.41,3.14,0,0,3.07
100360334,Fhod3,25,47,20,2,1,4,42,42,36,3,9,4
100360342,Msh6,1025,701,768,636,771,426,809,765,677,678,685,331
100360358,Tmem251,173,158,104,184,177,70,154,135,109.42,186,166,95
100360380,LOC100360380,61,94.28,54,132.22,108.77,103,109.76,110,74,105.33,90.3,89
100360406,Tsr1,2554,1568,1346,1329,1749,1052,1824,1900,1387,1626,1720,1107
100360412,Dnajc1,1015,784,700,781,963,858,894,967,857,1145,1084,993
100360417,Rusc1,344,410,655,547,549,1000,452,499,671,619,580,955
100360427,E2f4,1314,871,2014,807,837,1758,781,823,2089,695,688,1636
100360437,Nsun3,14.63,13.47,22.89,13.51,10.69,18.68,19.39,17.69,52.94,13,15.85,28
100360449,LOC100360449,638.67,230.87,0,275.21,707.61,114.81,487.95,234.91,299.64,280.8,319.17,37.98
100360457,Fmn2,0,3,2,0,0,0,2,3,6,2,2,0
100360464,Arxes2,46.46,77.58,27.65,1.88,16.06,4.73,59.53,61.3,43.81,0,1,4.08
100360475,Galnt15,0,65,5,467,177,50,79,68,7,285,30,170
100360476,Sh2d3a,0,2,1,4,1,1,1,2,0,6,0,2
100360487,Fam131a,127.64,153.56,135.36,198.47,161.89,99.27,200.36,197.53,63.69,211.59,195.75,54.84
100360496,Fam9b,91,0,0,0,0,0,0,0,0,0,0,1
100360501,Rnh1,5053,2564,2325,3932,3704,2313,2645,2841,2315,3490,2711,2957
100360508,LOC100360508,6581.58,4596.04,8843.51,4444.39,3356.03,9199.32,4437.39,5000.2,9575.41,2831.94,3394.91,9979.7
100360514,LOC100360514,25,21,6,13,25,4,15,26,4,14,4,3
100360518,Hsh2d,1,3,1,3,1,2,1,2,1,1,3,1
100360522,LOC100360522,343.07,484.39,690.83,369.88,348.61,848.77,321.03,267.41,916.24,440.51,237.53,801.74
100360533,Fam57a,1084,406,983,314,393,412,628,631,749,418,464,453
100360552,Fzd7,1078,1118,1749,545,479,757,1307,1384,1042,732,1256,678
100360573,LOC100360573,4.54,9.92,133.78,4.74,17.66,1.56,17.48,15.12,119.88,9.58,10.65,18.29
100360577,LOC100360577,17,9,45,11,10.5,33,12.5,12.5,44.5,7,5.5,24.5
100360582,Nt5c,105,63,66,77,70,114,35,34,38,41,33,58
100360594,Fanci,1406,400,639,601,998,385,482,451,669,717,447,278
100360601,LOC100360601,8.02,11.18,10.37,7.72,13.28,0.16,7.85,6.17,6.99,6.01,1.61,0
100360606,Zranb1,405,591,314,479,473,428,536,524,441,432,446,382
100360621,Il4i1,35,13,17,9,13,16,9,12,40,15,7,20
100360623,Iqgap2,25,37,40,18,19,3,33,24,17,20,5,4
100360638,Zfp780b-ps1,144.99,218.89,91.05,246.16,169.23,121.2,153.93,196.82,79.11,116.57,145.84,68.64
100360640,Pxt1,1,0,0,0,1,1,0,0,0,0,0,0
100360645,LOC100360645,80.07,94.77,17.05,60.66,95.66,6.54,72.69,48.18,15.93,78.49,47.59,0
100360647,LOC100360647,7.96,6.11,0,0,5,0,1.94,4.26,0.89,2.49,3.64,0.46
100360664,Rrp36,491,402,275,475,418,253,366,368,265,393,341,322
100360679,LOC100360679,10.3,13.46,1076.39,6.81,7.23,61.56,8.61,0.4,786.67,12.46,0,46
100360682,Snrpe,1240,1077,483,807,857,491,925,972,660,820,684,494
100360692,Pbld2,0,1,2,1,0,0,1,0,2,4,0,0
100360750,LOC100360750,840.3,355.97,180.88,405.26,507.1,236.45,436.09,453.49,247.93,499.44,331.77,198.39
100360752,Ccdc122,37,77,32,117,81,53,73,77,29,91,66,53
100360754,LOC100360754,4,0,1.07,28.35,20.63,9.03,3,6,4.29,21.44,5,9.37
100360772,Zfp17,167,225,125,283,244,131,216,200,120,169,231,132
100360777,Mroh8,4,19,6,14,2,14,19,14,12,15,17,9
100360779,LOC100360779,0,0,0,0,0,0,0,0,1,0,0,0
100360781,LOC100360781,9.87,30.27,32.2,36.67,31.07,10.2,30.19,9.79,32.01,14.72,4.93,0
100360801,Ddx60,3,3.73,0,0,8.35,0,0,0,0,0,0,0
100360828,LOC100360828,1081.41,797.84,145.98,669.55,827.19,206.77,762.47,754.97,252.81,902.13,669.91,176.7
100360841,LOC100360841,7.26,6.19,9.96,16.58,4.87,4.61,10.16,6.92,15.8,3.99,7.37,0.75
100360846,LOC100360846,0,1.41,0,1.1,0,0,0,0,0,0.79,0,0.52
100360856,LOC100360856,5.11,15.96,0.16,16.59,8.53,9.74,17.16,1.03,1.36,15.27,1.01,25.83
100360867,Ypel1,45,248,71,217,238,121,176,197,27,191,91,122
100360868,H3f3c,26.12,23.43,19.54,21.65,21.89,16.78,35,24.16,17.43,18.43,22.56,23.83
100360880,Fosb,13,96,17,140,92,107,45,50,18,62,52,63
100360914,Fbxw7,184,163,180,160,169,184,244,220,180,160,262,134
100360936,Anapc16,765,706,302,389,476,329,520,530,365,447,483,242
100360940,LOC100360940,8.49,13.55,1.12,10.76,13.49,1.08,179.57,164.04,161.77,165.15,146.24,187.16
100360950,LOC100360950,5,3,2,3,1.93,3,0.94,4,10,2,3,6.99
100360977,LOC100360977,7.63,4.21,155.46,3.29,14.06,23.73,10.66,3.5,150.72,8.06,4.83,24.34
100360982,Relb,479,650,537,605,450,345,388,441,50,444,311,737
100361007,Adig,6,52,11,131,56,25,23,19,4,36,14,18
100361018,LOC100361018,1,0,0,3,2,1,0,0,0,0,0,2
100361036,LOC100361036,3,0,3,0,0,0,1,0,6.03,0,0,0
100361056,LOC100361056,2,4,5,5,0,6,0,5,1,1,0,1
100361079,LOC100361079,1517.38,1286.67,322.12,1251.54,1138,698.67,1258.21,1384.37,459.8,1035.4,915.38,808.44
100361083,LOC100361083,331,921,378,492,655,389,589,488,423,495,503,229
100361087,LOC100361087,2,6,4,9,11,9,8,4,5,12,2,1
100361092,Malrd1,0,1,1,0,0,0,0,0,0,0,0,0
100361114,Zfp869,343.8,408.77,251.65,492.24,458.92,273.43,408.4,363.71,281.42,363.5,347.38,289.48
100361126,RGD2320734,593,430,197,507,605.82,295,497,532.95,244.07,570,478,304
100361133,Mycbp,490,251,388,290,401,331,306,338,400,408,297,269
100361134,Shisa9,0,0,0,0,0,0,0,0,0,0,0,0
100361138,Dgkq,398,487,439,479,528,463,493,537,421,543,573,536
100361180,LOC100361180,5.97,10.73,2.06,5.3,6.18,0,4.88,4.51,0,12.91,5.7,0
100361188,Etfrf1,150,153,67,239,235,106,127,141,53,190,117,114
100361234,Btbd19,669,911,692,897,702,564,743,818,724,814,850,680
100361238,Rasgef1b,19,0,2,5,2,1,2,2,1,1,1,0
100361261,Gzmbl3,0,0,0,3,0,0,0,0,0,2,4,0
100361269,Snrpa1,1419,431,360,474,737,247,489,557,380,767,470,242
100361294,Tyk2,595,539,548,536,548,604,494,554,430,528,524,541
100361323,Astn2,31,40,5,2,14,1,1,3,3,2,1,0
100361371,Smco2,1,1,0,4,3,3,0,0,0,5,1,3
100361376,Kank2,4700,4672,5161,5136,4882,5846,3812,4044,2642,5341,3970,5538
100361383,Ecm2,41,181,32,166,144,222,97,83,20.58,85,77,270
100361389,Fam171a2,513,795,723,647,533,940,725,816,451,618,327,1095
100361417,Tbcd,1297,1130,807,1281,1284,1107,1223,1241,960,1515,1289,1288
100361444,Angptl8,23,4,3,28,15,15,1,2,0,41,10,19
100361457,LOC100361457,62600.84,24601.57,37964.12,15898.85,23402.47,27986.6,39913.75,42700.12,37592.67,37716.72,42600.34,26089.44
100361465,Pate2,0,0,0,0,0,0,1,0,0,1,0,1
100361468,Gzmbl2,0,0,0,0,0,5,1,0,0,0,8,0
100361503,Zfp717,278,684,314.45,633,629,533.95,554,579,307,444,499,504
100361506,Armc3,0,1,0,2,2,1,7,1,0,0,2,2
100361513,Gcc1,436,503,329,399,468,365,498,457,333,453,390,399
100361517,Psmg3,500,441,216,362,511,190,462,442,186,481,355,222
100361520,Rpl37a,5307,6732,1375,4423.91,5789.65,584,5161,5265,1902,4047,4313,610
100361529,Rad9a,788,425,1046,444,501,600,431,481,919,480,410,519
100361543,LOC100361543,0,0.87,5.6,0.45,0,0,0,0,1.92,5.1,0,0
100361558,LOC100361558,6707.97,6383.14,3801.75,6528.45,7180.76,4171.99,6740.84,7227.88,3644.91,5761.99,4934.35,3956.61
100361568,Hilpda,250,190,91,257,211,108,235,224,89,248,183,105
100361574,Polr2k,394,229,106,289,291,105,285,307,132,308,290,101
100361582,Ttc24,0,0,0,0,0,0,1,0,0,0,0,0
100361584,Ano2,0,0,0,0,0,0,4,2,0,1,0,0
100361585,RGD1310951,67,97,78,80,88,77,89,106,74,75,51,64
100361588,Wdr95,0,1,0,0,0,3,0,1,2,8,2,0
100361631,Tmem35b,113,100,63,89,74,59,158,202,45,120,89,73
100361645,LOC100361645,18.89,26.29,14.73,15.2,31.48,9,18.2,13.49,9.02,27.35,24.94,6.11
100361647,Galnt6,4,0,1,0,0,0,1,0,1,2,0,2
100361655,LOC100361655,0,0,0,0,0,0,0,0,0,0,1,1
100361658,Usp37,412,290,317,245,253,133,385,364,325,230,254,120
100361660,Zfp617,105,99,117,87,93,69,108,123,118,84,93,56
100361684,Simc1,469,399,879,243,271,534,412,456,743,251,330,379
100361693,LOC100361693,0,0.98,0,0,0.52,0,0,0,0.42,0,0.96,0
100361710,Setdb2,137.34,193.3,114.65,198.17,185.03,147.62,191.18,163.9,68.81,156.22,150.76,102.92
100361733,Ociad2,102,388,230,476,519,398,352,368,56,413,473,229
100361765,Hoxb2,50,79,76,39,87,187,35,24,40,29,11,125
100361774,Ralgps1,21,18,34,17,20,25,11,21,26,25,22,25
100361818,Nfatc1,428,360,1010,485,380,1046,309,283,938,295,428,963
100361830,Tram2,240,259,246,222,224,343,303,294,443,228,323,402
100361854,LOC100361854,0,0,0,1.3,0,2.04,0.16,0,0,0,1.3,0
100361866,LOC100361866,0,0,0,0,0,3,0,0,0,1,0,0
100361891,Rab5al1,1036,1013,695,1180,975,745,970.88,1027,658,890.41,1046,676
100361913,LOC100361913,270,198.5,327,207.5,205,218.5,210.5,216,347,355,279,294
100361920,LOC100361920,16.01,2,6.01,5,3,10.19,8.01,5,12.01,4,3,8
100361923,Ikzf4,18,45,24,37,23,67,24,20,35,8,10,56
100361928,Tmem198,20,23,34,34,32,38,14,31,34,22,20,38
100361931,Tmem221,0,2,0,4,3,3,1,0,0,2,0,0
100361939,Rnaseh2c,245,133,115,185,205,115,133,152,117,171,104,84
100361968,LOC100361968,0,0.98,0,0,0.52,0,0,0,0.42,0,0.96,0
100361997,Ect2l2,0,1,0,1,0,0,0,0,0,1,0,0
100362005,Grcc10,873.45,1023.18,815,1076.19,1205.2,1075,995.51,986.17,499,887.19,674.63,1083.47
100362022,Zfp27,120,155.27,204.18,151,167,228.59,100.19,134,174.26,121,133,108.32
100362027,LOC100362027,5728.98,5552.97,2527.65,4684.2,4596.31,2187.35,3.95,30.83,30.8,17.57,33.05,24.75
100362040,LOC100362040,0,1,0,2,2,0,3,0,1,1,0,0
100362059,Ttc16,11,29,26,45,35,35,20,18,18,26,25,13
100362083,Zfp866,22,54,24,37,33,29,31,51,12,30,31,18
100362089,Zfp663,0,0,0,1,0,1,0,0,0,0,0,0
100362102,Lsm14b,632,1012,668,1063,1121,845,922,1018,531,987,853,865
100362109,LOC100362109,2,0,0,4,4,3,0,5,0,2,1,1
100362110,LOC100362110,538.1,632.91,432.25,748.43,750.93,518,592.05,540.9,385.48,736.69,676.92,367.87
100362113,LOC100362113,200.24,140.65,124.98,190.33,171.74,117.21,167.48,174.59,86.31,225.94,167.21,146.74
100362120,Catsperz,1,2,0,2,1,1,0,0,0,0,3,1
100362121,Ddb2,38,59,52,51,44,36,40,42,20,34,29,23
100362123,Rex2,140.51,210.44,102.57,206.14,181.82,122.87,195.21,188.6,104,140.83,188.67,134.64
100362124,Ift140,584,864,712,882,726,880,696,720,505,681,728,758
100362149,LOC100362149,180.4,99.15,2624.43,201.15,81.6,846.6,107.29,132.39,2551.17,78.41,79,1086.23
100362155,Cyhr1,44,109,50,130,101,62,98,103,30,96,77,52
100362169,Fam170b,0,0,0,2,1,2,0,0,0,2,0,0
100362170,Zfp964,30,41,21,28,29,20,34,30,30,28,21,22
100362176,LOC100362176,0,0,0,0,0,0,0,0,0,0,0,0
100362197,LOC100362197,262,225,581,272,295,531,240,258,616,245,231,504
100362202,Znf408,169,384,346,317,298,482,293,264,271,298,288,480
100362205,Fndc9,0,0,0,7,8,9,1,1,0,2,1,1
100362216,LOC100362216,0,1,1,0,1,0,1,0,0,1,0,0
100362241,Plekhg6,1,10,1,8,7,1,4,4,0,8,3,3
100362255,Adgrv1,9,10,1,46,18,1,1,1,0,11,1,5
100362279,Trappc3l,4,4,2,4,7,4,4,3,5,4,2,4
100362283,Tmem52,0,0,0,2,0,0,0,0,0,0,0,0
100362311,Arhgap33,269,133,740,125,181,318,156,151,867,137,167,325
100362315,LOC100362315,518,304,663,263,314,491,249,270,591,271,235,428
100362321,Smim19,455,608,303,644,586,290,598,663,282,660,611,308
100362324,Dhx29,1052,662,1038,655,817,1032,853,919,1154,951,895,983
100362331,Ndufa4l2,124,181,436,1323,2575,3074,129,187,463,308,515,3876
100362333,LOC100362333,808.01,354.46,118.05,347.17,494.76,166.55,295.78,319.42,283.26,564.87,328.89,162.66
100362342,LOC100362342,97,38,45,44,48,31,42,34,28,42,29,25
100362346,Mta3,542,619,568,562,550,787,568,621,593,593,565,653
100362347,Fnip1,367,704,281,817,719,334,578,485,268,438,467,326
100362431,Ttc30a,46.47,31.61,26.52,39.47,16.08,13.13,38.57,39.18,17.39,21.16,24.32,21.1
100362432,LOC100362432,0,0,1.89,1.44,0,0,0.06,1.47,3.11,1.44,0,0
100362458,Gigyf2,780,1309,904,1167,1125,1242,974,1091,855,981,969,1100
100362470,Mrtfb,22,70,40,26,36,28,67,36,37,29,49,23
100362471,Tmem240,2,20,10,9,15,9,8,15,3,8,10,12
100362495,Haus5,513,168,326,199,295,191,164,218,265,273,171,162
100362547,Ap1g2,216,178,515,362,355,592,150,159,328,314,201,527
100362548,Elp3,2219,2133,1333,1660,1846,1216,2211,2312,1260,1681,1598,1323
100362554,Otulin,828,539,503,670,728,456,494,486,420,462,430,445
100362555,Sptssb,0,0,0,0,0,0,0,0,0,0,0,2
100362565,LOC100362565,0,4,3,6,7,10,1,1,1,4,2,7
100362572,Mpv17l,28.82,65.92,59,77.67,82.01,32,67.87,83.01,59.39,58.99,30,53
100362580,Spag11bl,0,0,0,0,0,1,0,0,0,0,1,0
100362623,Mt1m,19.99,36.36,7.76,88.35,71.06,6.05,16.52,8.87,0,27.33,7.1,1.41
100362634,Kmt2d,541,886,1138,477,518,1199,808,761,1263,604,787,582
100362640,Rps4x,22623,27349,7487,19400,17608,7352,21501,22990,9582,16912,16132,8303
100362641,Zfp945,118,141,58,100,79,74,108,121,53,73,90,54
100362676,Klhl33,0,4,0,17,8,0,0,1,0,2,0,3
100362678,Epc1,683,659,664,659,673,726,581,543,800,527,540,823
100362696,Fam47a,0,0,1,0,0,0,0,1,0,0,0,0
100362710,Tiam2,766,265,942,569,598,789,591,509,1014,454,586,598
100362725,Cdkl5,13,24,70,10,8,29,37,25,71,7,21,22
100362733,Irgm2,296.18,373.93,194.49,407.29,395.15,174.02,254.86,246.49,70,287.01,170.48,203.7
100362748,Cfap74,0,1,1,1,2,1,0,2,0,1,2,0
100362764,Ddx55,297,271,217,276,268,214,216,245,197,219,216,210
100362783,LOC100362783,10.09,6.03,12.41,7,11.06,10.71,10,9.04,14,17,14.09,10
100362785,Ankdd1a,11,31,14,21,19,6,23,12,4,34,7,7
100362805,Txndc5,14363,11657,8103,12998,13278,12903,14557,14522,12244,15630,12453,17323
100362814,LOC100362814,0,0,8,0,1,2,0,0,4,1,0,2
100362817,Cdrt4,0,0,4,0,0,0,0,0,0,0,0,0
100362819,LOC100362819,99,113,823,377,359,1483,161,158,856,187,50,795
100362820,LOC100362820,6,8,10,3,8,16,15,20,43,3,6,10
100362830,LOC100362830,0,0,5.27,1.88,9.71,2.47,0,0,9.23,0,2.46,15.68
100362836,Poc1b,368,282,231,314,241,217,198,213,167,231,172,210
100362909,Tex52,1,0,4,2,2,2,0,2,3,0,0,0
100362912,Tmprss12,0,1,0,0,1,0,0,1,0,0,0,1
100362915,Zfp648,1,0,42,0,1,0,0,0,42,0,0,0
100362940,Snx21,485,743,621,606,566,671,550,550,529,608,513,718
100362967,LOC100362967,0,0,0,0,0,0.94,0.99,0,2.06,0,0,0
100362980,LOC100362980,848,657,960,632.05,666.51,943,802.11,845.24,918.86,593,667.07,936.4
100363065,Zfp11,88,140,117,110,105,117,103,103,116,93,98,150
100363074,Acot11,23,67,50,61,78,94,42,42,32,50,53,71
100363095,Henmt1,7,5,7,13,12,3,7,10,2,3,9,11
100363111,C2cd4d,0,6,8,2,4,7,5,3,7,3,6,6
100363116,LOC100363116,75.27,66.07,23.58,99.9,67.93,29.12,92.92,88.39,45.52,105.81,70.31,50.57
100363145,Stab1,24,1,4,3,6,4,2,1,2,3,0,7
100363146,Fam228b,2,6,5,7,4,3,3,6,3,2,5,2
100363171,LOC100363171,5,1,4,3,1,5,3,2,2,1,1,2
100363193,LOC100363193,0,0,0,1,0,0,1,0,0,0,1,0
100363196,Zfp791,3,3,6,7,15,2,8,8,0,4,5,4
100363225,LOC100363225,0,1,0,1,1,0,1,0,0,0.91,0,0
100363228,LOC100363228,0,0,0.5,0.5,0,0,0,0,0,0,0,0
100363253,Nt5c2,1297,947,590,1129,1077,856,1178,1213,846,1228,1000,1123
