gene_id,gene_symbol,WKY_Joint_5d_A,WKY_Joint_5d_B,WKY_Joint_5d_C,WKY_Joint_3m_A,WKY_Joint_3m_B,WKY_Joint_3m_C,SHR_Joint_5d_A,SHR_Joint_5d_B,SHR_Joint_5d_C,SHR_Joint_3m_A,SHR_Joint_3m_B,SHR_Joint_3m_C
117026,Apbb3,109,239,210,284,257,215,207,205,155,291,359,156
117028,Bin1,1303,1018,1158,947,895,892,1001,967,892,768,687,865
117029,Ccr5,8,0,128.71,0,0,65.13,0,0,133.32,0,0,31.86
117030,Erp29,1854,1690,1001,2726,3177,1949,1610,1766,1089,2608,1618,2045
117033,Mmp12,1005,15,38,13,12,2,0,6,7,5,1,42
117034,Ptf1a,0,0,0,0,0,0,0,0,0,0,0,0
117035,Slc25a20,949,1049,454,1136,1093,514,946,1003,405,1131,839,562
117036,Lamc1,4496,4844,5977,3698,2704,5508,7465,7253,13034,5159,6603,5701
117039,Gps1,1903,1411,1515,1429,1563,1458,1353,1459,1484,1477,1288,1543
117041,Nln,997,792,403,902,965,549,769,767,362,810,692,556
117042,Rpl6,23167,22506,9201,18811,18309,9637,19518,20646,12527,17410,15339,11096
117043,RragB,134.01,253.84,137.75,190.22,160.82,101.88,219.17,229.41,133,165.55,155.32,81.67
117044,Rraga,1725,1512,896,1455,1467,821,1616,1739,884,1402,1368,864
117045,Eif4e,3813,2181,3009,1799,2218,1803,2393,2543,3191,2031,2196,1674
117048,Cdh17,7,2,1,1,1,0,1,2,0,8,2,2
117049,Rab28,1608,1576,712,1800,1851,778,1603,1671,726,1718,1494,794
117050,Arl5a,1374,1650,1286,1295,1186,1152,1509,1363,1061,1122,1140,1165
117051,Arfrp1,1159,1098,481,939,979,408,1037,1137,361,1147,952,494
117052,Kcnj12,35,67,90,11,25,5,79,87,57,11,6,8
117053,Rps15a,10290,10398,3808,7744,7659,4335,8963,9114,5008,7247,6560,4981
117054,Cd52,0,0,0,0,0,0,0,0,0,0,0,0
117055,Gjb4,0,4,1,1,4,0,0,1,0,1,0,0
117056,H3f3b,9016.72,9580.72,2725.84,7230.4,6921.74,2657.24,7316.02,7667.81,3184.83,5543.72,6354.09,2779.87
117057,Myo1b,816,533,601,586,511,594,683,686,594,637,473,493
117058,Pou2f2,2,1,4,0,1,0,0,0,1,2,1,9
117059,Calb2,0,0,0,0,0,0,0,0,0,0,0,0
117060,Ubr5,2463,2827,2056,1861,2300,2344,2849,2706,2548,2053,2961,1557
117061,Mmp10,474.24,288,211,5246.99,2220.31,507,47,55,1,580,106,1077
117062,Hmga1,7632,2440,18027,2414,2683,1278,1442,1538,4103,1681,879,783
117063,Ptpn2,701,550,333,588,705,343,545,508,344,570,453,355
117064,Vip,8,0,7,1,1,0,0,0,0,2,3,0
117087,Stim2,737,668,620,731,721,755,577,567,758,783,597,750
117089,Bex3,1076,1246,435,852,1050,520,1154,1261,681,918,780,456
117092,Serpinb7,10,41,1,50,12,1,4,5,1,25,89,2
117095,Bhlhe41,190,96,388,321,216,440,223,251,1187,209,495,539
117096,Nlgn2,561,961,868,836,631,1521,596,669,447,659,500,1383
117098,Pdha2,0,0,1,0,0,0,1,1,0,1,0,0
117099,Bdh1,249,95,201,258,220,209,80,77,210,147,111,170
117100,Slc6a7,6,11,1,2,1,1,0,6,1,18,0,0
117101,Kcnc3,2,3,50,2,16,39,2,5,49,14,2,24
117103,Rab8a,2320,1460,1835,1442,1573,1646,1364,1526,1530,1328,1197,1354
117104,Ppp2r2a,2116,1632,1593,1660,1662,1576,1458,1563,1573,1541,1736,1401
117105,Kcnb2,0,0,2,2,0,2,1,1,0,3,4,0
117106,Scarb2,1415,2077,1258,2952,2598,2181,2083,2070,1229,2326,1954,2072
117107,Zbtb7a,1178,1316,1879,1299,1449,2618,1128,1080,1766,1264,1214,2919
117108,B3gat1,0,0,1,0,0,0,0,0,4,0,0,0
117140,Hivep1,593.62,909.03,1366.98,764.65,835.58,1799.48,961.66,902.02,1212.34,787.82,955.26,1446.59
117152,Cand1,4312,3446,3687,3106,3598,3570,3535,3780,3908,3254,3421,3063
117180,Csde1,1465.59,1514.17,733.99,1620.49,1858.35,1288.7,1432.75,1487.09,846.25,2081.55,1658.19,994.93
117182,Hsd17b3,0,1,1,0,1,1,1,0,0,1,2,0
117183,Rgcc,296,134,155,78,80,144,248,258,175,102,55,72
117184,Ctrl,4,0,9,1,5,7,2,1,8,1,2,3
117185,Neu3,15.8,22.93,34,39,31.74,32,33.07,34,12,47.01,29,23
117186,Sh3bp5,407,659,204,407,312,192.21,499,515,94,441,642,139.36
117240,Heph,16,48,12,0,0,2,18,28,8,0,0,2
117241,Pop5,374,227,326,535,430,342,234,241,183,341,205,340
117242,Tenm2,0,7,0,3,0,0,15,16,8,4,0,2
117243,Acsl6,8,14,2,16,7,2,7,3,1,12,13,11
117249,Dnah3,3,1,0,2,1,1,0,2,2,4,1,0
117252,Dnah10,5,4,2,2,5,1,3,8,5,14,10,7
117253,Dnah11,0,1,2,0,1,0,32,25,13,21,49,7
117254,Prdx1,8873,5899,3141,8683,7993,2799,6184,6775,3054,7480,6700,2666
117255,Ptpn12,1838,1521,1688,1467,1738,2012,1483,1378,1530,1532,1395,1867
117256,Ppp2r2c,4.8,19,44.92,25.93,41.91,24,27.6,27.78,111.58,82.59,89.56,26.64
117257,Gpr176,2328,4604,1925,4967,3821,2849,4226,4264,950,5130,4561,2948
117258,Cntn1,15,14,4,3,4,7,20,26,27,6,1,3
117259,Tra2b,4498,2634,2444,2296,3104,1590,3049,2844,2693,2429,2452,1363
117260,Nudt1,154,88,34,100,128,44,85,74,52,142,62,60
117261,Slc15a1,2,2,0,53,29,20,2,0,0,56,17,7
117262,Psmc4,2511,1553,2552,1481,1875,2053,1777,1842,2586,1719,1561,2267
117263,Psmc1,4570,2653,2159,2861,3337,2592,2966,3152,2712,3254,2747,3072
117264,P2ry6,71,144,159,888,539,1756,324,345,69,568,544,1968
117265,Pex6,371.49,554.18,537.49,668.4,551.4,519.72,560,515.53,428.32,569.91,567.57,663.5
117267,Slc26a2,222,350,352,278,224,210,432,376,451,201,290,312
117268,Khdrbs1,4115,3075,2915,3390,3559,2788,3344,3440,3153,2854,2614,2638
117269,Rps6ka2,211,177,391,174,162,201,398,428,335,349,301,372
117270,Tff1,0,0,0,0,0,0,0,0,0,0,0,0
117271,Hrk,0,6,1,28,12,0,0,0,3,3,0,1
117272,Prpsap2,793,621,393,726,728,354,611,645,334,593,487,311
117273,Rhoa,21660,14556,13322,15162,16063,11576,15335,15611,12905,16716,16007,11830
117274,Nr0b2,1,0,0,0,0,0,0,0,0,0,0,0
117275,Chrd,181,433,354,181,183,225,337,388,623,240,269,333
117276,Pfkfb3,1179,768,1196,2005,1672,1805,1327,1357,2337,1707,1080,1683
117277,Epn1,2178,1993,3982,2146,2343,4626,1943,1921,3764,2004,1524,4787
117278,Ebp,552,268,226,432,406,166,306,307,233,404,225,297
117279,Cflar,939,742,666,1330,1034,1073.01,694,713,472,1010,829,1088.18
117280,Hnrnpu,12263,7699,5970,6998,8147,6801,8503,8380,7641,7606,8154,6038
117281,Ppp2r1a,5609,5105,6715,4496,4632,6156,5509,5822,5202,4261,4599,6404
117282,Hnrnpk,17561,11362,7523,10022,10920,6623,14271,14033,8685,10383,13013,7057
117284,Lrrc7,0,0,0,0,0,0,0,0,0,0,0,0
117287,Park7,2593,2113,923,2260,2640,1124,2255,2218,1126,2695,1961,1276
117505,Csrp3,15,1,0,1,2,0,0,0,1,3,0,0
117512,C9,7,22,3,7,4,1,21,22,0,1,0,0
117513,Sec22a,448,406,287,438,457,341,472,454,262,458,423,343
117514,Txnip,2828,3841,2292,2274,2184,2736,2579,2551,2132,2662,3712,2135
117515,Septin2,15464,13595,7711,15695,13829,7785,14628,14946,8272,13534,13380,8275
117516,Tnfsf11,0,0,1.77,0,0,0,1.07,0,0,0,0,0
117517,C7,1,3,0,2,1,1,0,0,0,0,0,5.86
117519,Keap1,961,788,772,918,925,911,766,794,656,796,764,908
117520,Oxr1,681,995,463,1389,1389,1005,911,824,394,925,829,801
117521,Scaper,196,323,161,235,250,193,208,201,114,154,144,147
117522,Xpnpep2,2,13,2,8,7,3,1,0,0,5,0,0
117523,St8sia2,0,3,8,1,4,14,10,6,23,2,5,11
117524,Ccnf,1248,295,1052,426,863,523,395,487,1090,668,373,346
117526,Tbp,515,351,558,303,329,431,364,341,667,283,313,437
117533,Gmpr,123,107,192,70,73,157,180,226,165,122,169,132
117535,Chd4,3901,5200,5171,3834,4978,6788,4793,4701,6209,4794,5042,5260
117536,Nsmf,487,814,673,635,573,772,530,616,639,452,513,790
117537,Klhl41,1062,201,1472,125,174,302,636,587,111,826,796,428
117538,Wipf1,1468,1230,1968,937,835,1372,1128,1112,1644,941,592,1521
117539,Il10ra,4,0,0,0,0,0,0,0,0,0,0,1
117540,Plscr1,390,508,454,1076,1147,588,485,434,357,596,446,264
117541,Smu1,1551,1244,879,1357,1372,884,1290,1374,752,1135,1069,868
117542,Baiap2,652,494,702,1311,622,333.59,307,353,446,548,515,418.84
117543,Decr1,787,989,473,938,868,472,858,831,392,753,652,387
117544,Ppat,1099,592,600,613,751,362,737,764,613,564,755,263
117548,Kif1b,848,1203,1016,916,874,1518,1271,1129,1243,872,1235,1576
117549,Gpr37,11,11,2,4,8,4,76,59,19,14,9,13
117550,Kif5b,4488,2973,4969,2136,2782,3898,4861,4249,4601,2856,5161,3481
117551,Ccl22,3,1,7,1,0,1,0,0,7,0,0,6
117552,Ptpn23,803,904,3521,795,798,2875,873,863,3526,991,932,3046
117553,Uba3,2063,1790,1387,1773,1873,1471,1894,1820,1367,1656,1801,1436
117556,Sv2b,10,5,5,10,2,0,2,1,1,3,0,0
117557,Tpm3,14012,5974,10600,6741,8792,8976,7115,7241,9790,7922,7119,8505
117558,Mylk2,7,3,5,0,3,1,10,8,11,1,2,1
117559,Sv2a,203,285,346,314,366,423,429,415,531,620,513,509
117560,Klf9,257,491,559,445,470,937,345,314,423,346,391,782
117582,Tmem158,69,155,162,141,54,107,82,107,102,71,30,103
117596,Atp6v1b2,1063,1203,704,1229,1120,610,888,998,680,1058,749,570
117855,Sf1,5436,3552,10641,3130,4143,8111,3790,3897,11407,3493,3511,7348
117955,Slc4a7,524,791,587,752,734,645,1019,842,628,679,981,719
122772,Rps20,16394.15,14956.56,5076.57,11490.41,11196.76,6366.4,13082.3,13789.59,6870.83,12585.76,11013.02,7413.77
122799,Rps25,8506,5993,4046,4672,4731,4357,4798,5242,5765,4262,3750,4873
124323,Rps23,13603,12749,2954,9756,9809,2637,10779,11429,4267,9122,8597,3039
124440,Rpl41,14847,16876,8134,12806,13217,8492,14099,14370,11426,13839,11386,9764
124461,Pacsin2,2343,1554,2314,1311,1517,1532,1658,1762,3146,1525,1723,1617
140433,Lama5,22,135,358,252,169,242,647,715,835,448,2235,382
140447,Slc8a2,0,0,0,1,0,0,2,0,1,0,0,0
140448,Slc8a3,17,36,18,29,54,65,43,42,44,44,26,60
140473,Ackr2,0,0,0,0,0,0,0,0,0,0,0,0
140544,Pcyt1a,2126,1991,1382,1601,1590,1337,1808,1815,1264,1790,2009,1279
140547,Echs1,450.58,208.63,175.62,455.35,166.89,360.01,427.6,356.31,0,434.01,6.76,273.99
140568,Chst10,302,200,215,155,167,262,268,267,293,324,174,320
140581,Patj,194,377,341,311,427,429,413,393,364,416,420,299
140583,Chek1,795,274,373,272,428,192,293,343,311,315,261,88
140584,Wnt11,7,16,17,1,2,5,1,3,29,0,2,8
140585,Ryk,4873,3649,4718,4695,6294,7036,4149,4246,4892,5893,5039,7410
140586,Sox9,273,171,1476,41,133,514,341,296,3006,71,167,509
140587,Sox5,149,344,236,443,375,331,262,260,475,183,194,317
140588,Gli3,546,1070,1538,814,880,1584,1106,930,1367,490,408,969
140589,Gli1,10,2,16,0,2,3,0,3,32,1,0,6
140590,Bmpr2,1458,2898,1830,2305,1565,2319,2554,2206,1600,1831,1888,1945
140591,Ppfia3,9,5,20,19,8,33,10,17,30,9,15,36
140592,Ppfia4,99,82,173,38,30,52,133,114,145,56,159,40
140593,Siah2,301,235,316,187,192,364,227,274,514,206,239,468
140594,Sytl4,58,115,50,77,111,49,80,98,15,109,80,44
140595,Gpr83,2,1,2,0,0,0,0,0,1,4,5,0
140607,Pip4k2c,1014,996,961,1141,1082,1039,1126,1125,933,1077,1194,1127
140608,Atp5me,879,600,131,573,612,142,702,723,210,606,564,183
140610,Brinp1,1,1,1,0,4,4,0,0,4,0,0,1
140635,Flt3,0,1,0,1,4,1,0,2,6,3,1,0
140638,Apoa5,0,0,0,0,0,0,0,0,0,0,0,0
140639,Nploc4,2535,1635,1778,1796,1847,1650,1861,1992,1604,1829,1800,1754
140654,Rps3,17347,18695,7494,14090,14240,6530,14982,15172,9444,14732,10974,7618
140655,Rps16,22342,27608,12332,20092,19561,12622,21873,23609,15452,17394,18062,13800
140657,Faf1,1273,866,906,883,958,767,891,1034,967,902,1003,831
140661,Rplp1,23116.07,22796.61,13058.17,19297.12,22364.39,9243.23,18975.97,19409.59,15657.62,20589.49,16569.47,11658.26
140662,Rplp2,9094.53,8702.94,3457.88,6716.56,7812.76,2713.46,6507.85,7532.68,5443.72,7525.99,6383.84,2788.65
140665,Rab3d,454,552,443,709,914,1052,707,772,567,892,590,903
140666,Rcan2,170,927,349,2939,2556,2801,125,129,31,811,439,705
140667,Ap3m2,93,154,130,112,114,141,114,136,67,140,109,159
140668,Abcc3,290,334,399,532,485,491,290,310,294,509,492,443
140669,Abcb6,646,442,456,449,476,369,449,480,496,431,436,428
140670,Ap2b1,3686.55,4128.45,3180.89,3802.98,3852.89,3878.24,3980,4040.99,3162.88,3803.6,3965.25,3648.38
140671,Phkg2,321,362,642,453,487,579,415,406,637,437,331,678
140673,Napa,1771,1377,2036,1445,1386,1921,1638,1767,2223,1726,1495,2510
140675,Gabra4,0,0,0,0,0,0,1,0,1,0,0,0
140693,Plcd4,0,0,2,4,3,1,7,17,5,14,9,2
140694,Dnm1,387,487,181,181,69,71,96,128,130,166,46,131
140720,Baalc,14,6,2,1,1,1,5,5,4,1,3,0
140722,Caskin1,38,87,90,37,23,66,52,62,107,28,29,102
140725,Cacng4,0,1,1,0,1,1,0,0,3,1,0,1
140727,Cacng6,0,0,0,0,0,0,0,0,2,0,0,0
140728,Cacng7,8,6,33,2,0,1,44,35,237,23,10,13
140729,Cacng8,0,0,0,0,0,0,0,0,1,0,0,0
140734,Dynll2,2843,3073,1494,3528,3624,1318,2718,2908,1127,3593,2577,1051
140808,Manea,526,748,629,745,791,713,861,812,790,849,1046,810
140860,Slco2b1,0,0,0,0,2,0,0,0,0,0,0,0
140866,Dgka,349,294,563,469,521,890,401,425,536,503,519,750
140868,Fabp5,4978,1642,2033,2788,3086,1211,1666,1647,2684,3117,2002,2267
140898,Arhgef5,146,393,858,523,557,982,800,789,1609,794,1014,1000
140908,Cdk5,498,369,352,433,401,454,370,379,329,450,419,492
140910,Msmo1,2585,1692,2340,1158,830,1025,3982,4150,4320,1314,2955,4147
140914,Olr1,10,60,6,549,338,82,20,13,1,38,111,123
140915,Slco3a1,441,332,998,399,438,520,348,377,933,599,435,1308
140922,Txnl1,3318,2603,1628,2678,2956,1709,2568,2706,1820,2733,2532,1797
140923,Bnip3l,2437,3704,1662,4397,3975,2342,3026,3198,1172,3594,2634,2260
140924,Il2rg,19,1,23,0,0,1,4,2,0,0,0,3
140925,As3mt,123,301,118,261,265,181,284,313,72,282,351,180
140926,Daxx,970,662,1014,756,860,802,639,703,851,698,579,828
140927,Selenbp1,132,62.32,57.51,501.3,453.01,144.46,166.84,0,0,63.13,83.34,115.1
140929,Pde7b,36,27,27,122,57,70,26,14,9,136,18,47
140930,Faim,17.92,18.36,4.31,13.96,35.27,27.79,39.45,28.41,46.69,32.06,41.04,38.26
140931,Hnrnph1,6134,3449,1419,3001,3781,1657,3654,3619,2462,2902,3266,1473
140932,Bnip1,315,226,152,207,208,156,226,249,166,224,225,219
140933,Trpc5,0,1,0,0,0,0,1,0,0,0,0,0
140934,Elp1,862.98,1206.94,875.95,876.89,1025.97,994.93,1180.91,1162.98,917.95,1015.86,1571.95,873.98
140935,Afap1,933,1093,1280,660,899,1229,1531,1347,1688,1041,1382,1228
140937,Higd1a,1914,1079,341,1752,1592,667,776,781,454,1348,892,735
140938,Psmc3ip,316,113,124,178,215,106,103,126,119,171,111,90
140939,Trim63,0,29,12,21,6,10,15,10,0,18,5,11
140940,Arf3,5236,6221,3404,6995,6832,3706,5324,5605,3089,6670,5697,3574
140941,Siah1,485,548,405,482,472,339,493,500,314,393,495,300
140942,Ddit4,367,690,258,930,791,514,710,865,605,915,783,669
140943,Ppp4r1,3354,2418,2293,3300,3290,2922,2471,2536,2326,2873,2442,2691
140945,Rtn3,5235,3726,3215,5018,5464,3610,3519,3657,2462,4873,3696,3372
140946,Paics,4869,3254,2794,5143,4417,2167,3129,3124,2634,3919,2993,1767
154516,Ugt1a7c,91.64,107.03,21.21,63.47,33.2,14.45,52.1,58.65,12.5,102.94,52.01,32.25
154968,Oga,1443,2473.47,912.16,2161.46,2107,1011.22,2462,2497,686.64,2175,2138,967
154985,Cyp26a1,1,0,0,0,0,0,1,0,3,0,0,0
155012,Cfh,168,539,576,1214,1030,347,547,554,778,608,177,408
155140,Il23a,4,3,4,10,5,6,4,2,7,8,9,8
155151,Coro1a,63,7,11,3,11,17,14,24,12,10,7,15
155173,Sdf4,3247,4738,1612,5283,5219,2725,3972,4084,1867,5106,3910,2716
155183,Skap2,666,819,251,883,868,497,768,706,196,772,669,509
155205,Slc36a1,154,130,229,129,132,307,165,155,249,182,158,444
155423,Anxa7,2903,2070,2404,3559,3198,2337,1931,2085,2201,2432,2039,2767
155430,Hey2,30,21,48,23,19,109,107,114,181,89,167,172
155437,Hey1,8,9,16,1,4,19,42,48,21,13,5,52
155696,Dcbld2,3140,1805,1776,2115,1860,1203,2223,2099,1544,2244,2936,1519
155812,Trim9,2,1,10,1,0,0,0,1,4,3,0,0
155918,Lcp2,11,0,1,1,1,1,0,0,2,1,0,4
156117,Casp12,165,269,134,345,347,303,289,268,207,429,436,240
156275,Ggt7,448,406,272,245,300,405,398,411,317,399,315,590
156726,Runx3,25,7,265,14,13,108,28,35,385,20,86,85
156767,Tnfrsf1b,488,369,268,585,265,131,284,299,161,307,191,136
156826,Eya2,238,102,102,18,8,2,41,33,75,30,0,8
156873,Kcnk15,1,0,1,0,0,1,1,0,0,0,0,2
157074,Sdha,2516,2525,1541,2668,2468,1742,2365,2277,1458,2316,2040,1953
161452,Lef1,37,11,199,16,32,113,86,91,323,18,45,39
161475,Psmd9,924.68,582.54,344.75,596,744.16,404.04,597.5,655,415.52,713,599.22,429.05
161476,Hspb2,17,110,64,42,65,164,211,206,89,49,89,85
161477,Rps13,7165.63,7299.85,2854.99,5124.3,5740.97,2457.63,5823.48,6465.29,3601.12,4915.86,4889.53,2842.65
170465,Acaa2,764,1119,386,878,825,549,1373,1410,494,1451,1032,774
170496,Lcn2,904,21803,7862,136847,125480,89879,1928,2194,82,23614,1778,20904
170501,Galnt10,554,456,1058,627,590,1305,707,735,1238,802,748,1763
170512,Ifi27,2244,2835,554,2530,2604,896,1591,1755,186,2512,2280,881
170520,Cygb,21,76,16,10,8,10,14,17,15,16,1,8
170538,Prkcd,718,1061,805,745,803,917,873,991,741,739,756,907
170546,Ryr3,8,6,14,97,80,50,16,3,4,76,3,28
170551,Slc5a6,543,511,544,641,469,427,378,441,440,507,376,392
170566,Slc16a10,5,2,4,6,20,15,4,7,17,13,5,5
170567,Slc38a1,1018,1756,2674,2102,3137,4052,2122,1996,3471,2263,2298,2308
170568,Dmbt1,0,2,0,0,1,0,0,0,0,1,0,0
170573,Slc38a4,176,60,71,1,0,0,24,22,35,4,0,0
170577,Mark3,1539,1394,1125,1080,1193,1343,1399,1403,1517,1329,1393,1380
170579,Fgf22,0,1,0,1,0,0,1,0,0,1,1,0
170580,Fgf21,0,0,2,0,0,3,1,2,14,0,0,1
170587,Cs,3143,2092,2176,1992,2258,2171,2269,2139,2596,2356,1944,2478
170588,Acot8,154,119,134,152,175,145,113,143,110,170,166,100
170630,Fgf12,1,5,2,1,1,1,6,7,1,1,2,5
170632,Fgf11,2,12,1,10,5,6,8,7,1,14,5,21
170634,Tas1r3,4,10,0,2,4,4,2,7,2,5,5,1
170635,Dhrs9,77,10,67,22,25,0,50,56,38,33,53,1
170636,Pnma1,13,3,8,17,28,6,6,16,6,17,16,2
170637,Samsn1,21,0,1,0,0,0,1,1,0,0,0,0
170641,Adgrl3,57,96,99,3,7,7,99,102,203,10,5,6
170667,Atp6v0c,6206,5291,9745,5737,5721,7920,5207,5822,8883,6492,5106,8744
170668,Rasgrp4,4,0,1,0,1,2,0,0,0,0,0,0
170670,Hadha,2317,2826,1751,2493,2271,1934,2321,2463,1590,2311,2232,1938
170671,Lhx3,3,4,3,4,1,7,4,2,3,7,8,8
170672,Nphs2,2,1.18,1.3,1,2,0,1,0,2.15,2.9,0,0
170673,Palm,1017,995,1154,936,884,1167,937,1088,862,1016,943,1807
170699,Atp2c1,1547,1448,772,1521,1429,794,1441,1478,613,1328,1470,842
170714,Dynlrb1,3060,1926,4010,2394,2062,4497,2135,2199,3775,2300,1958,5967
170724,Anp32b,7293,3687,3194,3912,4976,2466,3608,3890,5008,4655,2897,2069
170751,Xpnpep1,3273,2645,2250,2942,2494,1927,2489,2699,2322,2700,2149,2384
170796,Grin3b,6,8,2,3,0,1,7,4,0,10,12,7
170808,Capn8,2,0,3,0,0,0,0,1,1,0,0,1
170816,Olr59,0,0,1,0,0,0,6,3,0,1,2,1
170818,Icmt,564,413,424,424,477,293,469,441,392,554,451,367
170820,Prdm4,830,735,948,738,755,865,755,740,773,708,613,921
170821,Atxn10,3130,3094,1948,2530,2639,2140,3288,3671,2286,2871,2883,2167
170824,Steap3,889,747,453,1191,696,409,279,280,184,597,250,557
170837,Snrk,481,683,504,565,567,463,644,648,379,627,586,568
170840,Slc40a1,5.2,4.42,47.94,0,0,38.26,12.19,38.09,1.4,41.83,0,17.65
170841,Mutyh,124,88,162,92,111,109,95,82,141,69,76,69
170842,Tob1,494,850,1012,1326,1240,1516,1155,1260,1042,1529,1631,1846
170843,Khdrbs2,0,1,6,0,0,0,2,1,12,0,0,2
170844,Taf2,851,877,742,888,930,918,927,853,789,650,807,780
170845,Ndel1,2676,1982,2359,1823,2126,3049,2256,2263,2535,2675,2690,3185
170847,Kcnj15,8,25,1,9,7,0,2,4,1,10,0,0
170849,Zfp111,219,194,177,141,183,143,228,212,148,170,231,120.77
170851,Map2k1,3107,2111,1387,2823,2652,1681,2206,2354,1257,3027,2667,1809
170895,Cetn3,584.35,419.35,193,486.36,509.4,158.58,348.7,371,217.61,442.36,417.08,179.62
170896,Ucn2,0,0,0,2,0,0,0,0,0,1,0,0
170897,Sphk1,531,204,224,888,387,297,307,261,162,598,697,156
170898,Tmlhe,280,223,146,255,274,177,242,271,169,230,219,163
170899,Kcnk2,1282,609,1390,1146,907,1176,1223,1142,960,1472,1489,854
170900,Rbm14,2178.35,871.13,1918,857.31,963,1321,1147.04,1160.13,2195.94,864.78,843.01,1201.51
170901,Efna3,24,46,33,27,26,44,51,53,26,20,29,36
170902,Zfp347,173.81,202.5,120.02,322.51,186.17,130.92,193.58,155.33,109.55,150.97,127.47,108.99
170904,Stk17b,1320,1441,1243,1059,1036,755,1954,1899,763,1071,1746,749
170905,Lfng,392,125,188,145,130,87,215,238,523,166,192,91
170906,Zdhhc7,1067,688,485,864,937,503,747,825,485,884,715,692
170907,Serinc5,707,527,554,522,483,309,514,509,587,779,514,357
170908,Tesk2,158,101,110,130,136,89,88,90,84,110,37,114
170909,Erg,94,8,88,1,3,37,77,79,394,1,1,75
170910,Mtdh,2866,2621,2276,2236,2479,2836,2907,3063,2865,2373,2739,3078
170911,Pik3ca,1166.75,1238.4,837.02,1202.27,1123.56,966.51,1257.82,1104.91,784,1080.3,1002.21,959.82
170912,A1cf,1,1,3,0,0,0,2,1,0,1,0,1
170913,Abcb1a,39.83,120.2,276.05,260.78,380.88,102.8,36.04,42.27,157.09,231.84,295.5,79.14
170914,Nap1l3,71,137,161,120,154,162,164,168,161,100,117,108
170915,Ep300,619,934,2015,781,709,2199,954,771,2079,697,858,1471
170916,Lonp1,3027,2842,2244,2982,2877,2263,2676,2687,2775,3560,3661,2587
170917,Cry2,738,945,680,1028,832,705,862,919,858,727,741,715
170919,Agpat4,722,588,429,516,567,336,686,735,474,681,628,404
170920,Map4k3,1083,2433,1034,1400,1296,1929,1700,1642,801,1402,1288,1624
170921,Itga2,53,33,130,12,12,26,24,18,20,12,17,69
170922,Ilk,7008,3484,6720,3066,3555,6421,5309,5515,6010,5154,5128,7590
170923,Rap2b,28,68,40,64,82,42,37,46,28,35,35,33
170924,Abcc4,389,530,497,929,776,450,355,402,496,656,518,372
170927,Clcc1,805,896,531,1086,1060,565,765,670,492,902,813,614
170928,Necab2,0,2,0,0,2,0,3,2,0,0,1,0
170929,Bcl2a1,15,0,5,1,3,0,0,0,1,0,1,0
170933,Syf2,1097,1012,366,1053,1211,441,946,944,422,1056,808,513
170943,Slc25a10,944,583,685,750,870,418,428,467,679,651,288,460
170944,Dkc1,1756,958,1400,977,1273,1351,878,1039,1563,1049,898,1391
170946,Marf1,1561.54,2314.64,1663.94,2332.21,2234.65,1778.43,2208.78,1943.62,1476.07,1991.13,1866.02,1418.36
170955,Zfp483,31,62,18,24,28,16,58,70,19,26,45,27
170956,Ythdc1,1567,1258,1413,1044,1137,1059,1335,1299,1800,998,1171,932
171009,Actn3,4,3,6,5,1,2,7,2,1,3,5,8
171010,Ppp1r14c,666,120,428,99,199,135,376,415,747,202,341,144
171015,Cyb5r4,1214,989,466,1134,1119,445,933,957,409,1073,975,478
171018,Zfp384,1284,1323,2646,1230,1235,2643,1221,1130,2318,1101,1022,2714
171026,Akap5,40,9,52,5,3,45,80,83,11,8,30,53
171040,Il11,29,16,36,126,73,158,22,35,30,77,45,61
171041,Klc1,3076,2414,2633,2007,2048,2872,2567,2548,2471,2351,2850,3543
171043,Fbxo32,10,39,11,23,20,23,34,9,9,20,7,15
171045,Mmp3,3678.76,2060,2604,38927.01,16045.69,9035,351,389,32,4373,706,15133
171046,Tcf3,2117,1999,2306,1256,1667,2848,2098,2274,2798,1674,1574,2825
171047,Dnph1,113,43,49,97,118,56,65,77,72,76,50,41
171048,Tspan8,6,21,2,2,2,0,9,9,7,3,1,0
171049,Folr1,0,6,2,75,77,34,5,11,2,60,35,44
171050,Mob4,612,604,318,604,591,245,610,651,281,498,571,254
171051,Cabp1,3,4,18,5,11,20,13,13,29,17,12,14
171052,Mmp13,2494,508,5797,28112,10463,7998,364,400,191,708,130,1634
171053,Pank4,313,281,341,243,262,235,288,315,317,275,268,256
171056,Cx3cr1,0,1,1,0,0,0,0,0,0,0,0,0
171057,Cbwd1,244,149,97,210,236,113,178,211,99,227,241,84
171058,Rab3c,0,0,0,0,0,0,0,0,1,1,0,0
171059,Wfdc18,15,87,0,3296,820,3,2,4,0,35,5,0
171060,Il13ra2,14,128,8,74,54,9,3,4,0,9,2,5
171061,Mrpl17,4434,2930,2282,2764,3263,1774,3206,3342,2458,3501,3119,1845
171063,Gtf3c1,1340,1848,2223,1406,1600,2251,1814,1911,2675,1476,1729,1701
171064,Igsf6,18,3,2,6,2,3,0,1,0,2,0,2
171068,Pou2f1,17,22,69,19,21,112,18,7,80,11,15,102
171069,Usmg5,448.43,263.19,316.28,300.82,300.05,431.28,305.62,289.03,515.32,285.1,259.68,329.68
171070,Ptpn21,816,1134,1613,1066,1065,2169,1306,1229,1689,971,1020,1741
